id`title`thumbnail`source`disease`play_url
1BKV96OGtmg`VERMINT (Obat Kapsul Cacing Untuk Tipes)`https://i.ytimg.com/vi/1BKV96OGtmg/hqdefault.jpg`YouTube`Tipes`https://www.youtube.com/embed/1BKV96OGtmg
m0SaejU5WBo`ternyata cacing.kunyit.madu bisa menyembuhkan sakit tipes`https://i.ytimg.com/vi/m0SaejU5WBo/hqdefault.jpg`YouTube`Tipes`https://www.youtube.com/embed/m0SaejU5WBo
T8FLlfU5rsc`Dokter Ayodhia Jelaskan Gejala Anak Terkena Penyakit Tipes`https://i.ytimg.com/vi/T8FLlfU5rsc/hqdefault.jpg`YouTube`Tipes`https://www.youtube.com/embed/T8FLlfU5rsc
Aj2xdyUnPzU`Tipes pada anak sembuh , Nyesel Baru tau ternyata Air rebusan ini sangat mujarab`https://i.ytimg.com/vi/Aj2xdyUnPzU/hqdefault.jpg`YouTube`Tipes`https://www.youtube.com/embed/Aj2xdyUnPzU
8GOWiPdt8rs`PANTANGAN SAKIT TIPES AGAR CEPAT SEMBUH TOTAL`https://i.ytimg.com/vi/8GOWiPdt8rs/hqdefault.jpg`YouTube`Tipes`https://www.youtube.com/embed/8GOWiPdt8rs
cwPoxjA8tm4`OBAT TIPES ALAMI SELAIN CACING .100% ALAMI SYA SUDAH BUKTIKAN SENDRI .ALHAMDULILAH SEMBUH😊.👍🏻👍🏻`https://i.ytimg.com/vi/cwPoxjA8tm4/hqdefault.jpg`YouTube`Tipes`https://www.youtube.com/embed/cwPoxjA8tm4
Q4wxTbPaYYw`Gimana Sih Rasanya Sakit Tipes ?? - Podcast Tanya Jawab #NgobrolBareng`https://i.ytimg.com/vi/Q4wxTbPaYYw/hqdefault.jpg`YouTube`Tipes`https://www.youtube.com/embed/Q4wxTbPaYYw
pqemQl5flhw`BINCANG-BINCANG SEHAT &quot;Mengenal Tipes serta penanganannya secara Alami &amp; Islami&quot; || dr. Agus Rahmadi`https://i.ytimg.com/vi/pqemQl5flhw/hqdefault.jpg`YouTube`Tipes`https://www.youtube.com/embed/pqemQl5flhw
eefUlrlqz4Y`TRIBUN TV LAMPUNG - BEDA PENYAKIT TIPES DAN TIFUS`https://i.ytimg.com/vi/eefUlrlqz4Y/hqdefault.jpg`YouTube`Tipes`https://www.youtube.com/embed/eefUlrlqz4Y
CgWH1GGFnhE`Sistem Pembelian Obat Tipes || Ungaran, Senin 28 Juni 2021`https://i.ytimg.com/vi/CgWH1GGFnhE/hqdefault.jpg`YouTube`Tipes`https://www.youtube.com/embed/CgWH1GGFnhE
DqQIlGUB98I`Obat tipes mudah dicari dan efektip sembuh tanpa harus kedokter.`https://i.ytimg.com/vi/DqQIlGUB98I/hqdefault.jpg`YouTube`Tipes`https://www.youtube.com/embed/DqQIlGUB98I
DSoBPlC-o_0`Tifus VS Tipes, Apa Bedanya??`https://i.ytimg.com/vi/DSoBPlC-o_0/hqdefault.jpg`YouTube`Tipes`https://www.youtube.com/embed/DSoBPlC-o_0
ppZnDVAIl9o`Ciri-ciri dan Cara Mengobati Tipes - Tips Kesehatan (2020)`https://i.ytimg.com/vi/ppZnDVAIl9o/hqdefault.jpg`YouTube`Tipes`https://www.youtube.com/embed/ppZnDVAIl9o
lcb3GHfDE3c`Gejawa Awal Penyakit Tipes`https://i.ytimg.com/vi/lcb3GHfDE3c/hqdefault.jpg`YouTube`Tipes`https://www.youtube.com/embed/lcb3GHfDE3c
uV_d1NcmVlU`Mahasiswa di Aceh Jadi Lumpuh Usai Divaksin Memiliki Riwayat Sakit Tipes, Lambung Akut dan Sinusitis`https://i.ytimg.com/vi/uV_d1NcmVlU/hqdefault.jpg`YouTube`Tipes`https://www.youtube.com/embed/uV_d1NcmVlU
tQr-il6MhWM`demam tifoid (tipes) bisa sembuh dengan obat tradisional?`https://i.ytimg.com/vi/tQr-il6MhWM/hqdefault.jpg`YouTube`Tipes`https://www.youtube.com/embed/tQr-il6MhWM
oT-NlHMYWyE`jamu tipes`https://i.ytimg.com/vi/oT-NlHMYWyE/hqdefault.jpg`YouTube`Tipes`https://www.youtube.com/embed/oT-NlHMYWyE
