id`title`thumbnail`source`disease`play_url`document
HHCe6WGH5BE`perjalanan alamiah demam darah dengue`https://i.ytimg.com/vi/HHCe6WGH5BE/hqdefault.jpg`YouTube`Demam Berdarah`https://www.youtube.com/embed/HHCe6WGH5BE`perjalanan alamiah demam darah dengue presentasi literature review dokter muda departemen kmkp tentang natural history of disease dengan fokus demam darah dengue
__NebxgyiPU`demam darah dengue`https://i.ytimg.com/vi/__NebxgyiPU/hqdefault.jpg`YouTube`Demam Berdarah`https://www.youtube.com/embed/__NebxgyiPU`demam darah dengue nama intania p p s h m s mowilos nnim nkelas letak nsemester
3cyqSBCVgd4`tentang kesehatan asap nyamuk demam darah dengue dbd wilker uptd puskesmas kld part`https://i.ytimg.com/vi/3cyqSBCVgd4/hqdefault.jpg`YouTube`Demam Berdarah`https://www.youtube.com/embed/3cyqSBCVgd4`tentang kesehatan asap nyamuk demam darah dengue dbd wilker uptd puskesmas kld part tentang kesehatan asap nyamuk demam darah dengue dbd wilker uptd puskesmas kld tepatnya desa pauh tanjung iman kecamatan kalianda kabupaten lampung selatan letak letak
m63yPVjUUBE`asap aksi cegah demam darah karang taruna desa cihuni rt rw`https://i.ytimg.com/vi/m63yPVjUUBE/hqdefault.jpg`YouTube`Demam Berdarah`https://www.youtube.com/embed/m63yPVjUUBE`asap aksi cegah demam darah karang taruna desa cihuni rt rw giat asap bersama karang taruna desa cihuni dalam rangka aksi cegah demam darah dilaksanakan letak ndukung support terus channel semoga beri informasi bermanfaat letak njangan lupa subscribe like share terimakasih letak nfollow our social media letak instagram karangtarunacihuni official letak facebook kartar cihuni letak youtube karang taruna desa cihuni letak letak ncamera indra zhein nvideo editor indra zhein letak letak letak
FHPQzJcHXMo`psi gelar asap asap gratis cegah demam darah rumah warga jimbaran`https://i.ytimg.com/vi/FHPQzJcHXMo/hqdefault.jpg`YouTube`Demam Berdarah`https://www.youtube.com/embed/FHPQzJcHXMo`psi gelar asap asap gratis cegah demam darah rumah warga jimbaran psi gelar asap asap gratis cegah demam darah rumah warga jimbaran
EwhcYVsS-Ng`kenal gejala demam darah suhu badan anak`https://i.ytimg.com/vi/EwhcYVsS-Ng/hqdefault.jpg`YouTube`Demam Berdarah`https://www.youtube.com/embed/EwhcYVsS-Ng`kenal gejala demam darah suhu badan anak akhir akhir demam darah sangat tinggi demam darah dapat dilihat tipe demamnya fase awal demam tinggi berikut fase kritis demam turun lalu naik lagi perhatikan cara benar gejala gejala anak anda terkena demam darah letak letak nsocial media ne mail barontamba gmail com nfb rony tamba dr spa msi med nyoutube anak sehat berkualitas
tVZt_r6SSR8`pasien demam darah kudus lonjak drastis`https://i.ytimg.com/vi/tVZt_r6SSR8/hqdefault.jpg`YouTube`Demam Berdarah`https://www.youtube.com/embed/tVZt_r6SSR8`pasien demam darah kudus lonjak drastis kudus kompas tv lonjak pasien demam darah dbd rumah umum aisyiyah kabupaten kudus mencapai persen bahkan pihak rumah terpaksa guna bangsal khusus dewasa pasien anak tetap dirawat r letak r ndari data pihak rsu aisyiyah masuk pertengahan bulan januari jumlah pasien demam darah tercatat pasien jumlah banyak dibandingkan bulan januari tahun lalu hanya pasien sedangkan bulan desember tahun kasus kasus didominasi oleh pasien anak anak r letak r npihak rumah menambahkan tren kenaikan kasus demam darah kabupaten kudus tahun alam kenaikan sangat drastis hal tersebut berkaca data tahun kemarin dengan periode sama rata rata alami kenaikan hingga persen r letak r letak kalau periode sama januari setengah bulan saja hampir menyamai kasus januari hampir persen anak anak sempat alam kendala ruangan karena kasus anak anak sangat tinggi akhir bagian dewasa kita pergunakan anak anak ujar tony hartanto kepala ruang rsu aisyiyah r letak r nmenurut nadia septiana putri orangtua pasien anaknya dirawat rumah sejak hari minggu kemarin karena sempat alam panas trombosit turun bahkan tetangga juga teman bermain putrinya juga dirawat rumah dengan gejala sama r letak r letak sejak hari minggu kemarin masuk rsu aisyiyah kebetulan tetangga sekaligus teman bermain teman sekolah anak saya juga iya lingkung sekitar lagi banyak kasus dbd kampung sebelah dua orang juga kata nadia r letak r nmasyarakat diimbau menjaga lingkung tetap bersih menggalakkan berantas sarang nyamuk guna cegah sebar dbd r letak r letak
8b7GVzOruEw`cegah demam darah dengue dbd`https://i.ytimg.com/vi/8b7GVzOruEw/hqdefault.jpg`YouTube`Demam Berdarah`https://www.youtube.com/embed/8b7GVzOruEw`cegah demam darah dengue dbd dalam tangan dbd peran serta masyarakat tekan kasus sangat menentukan oleh karenanya program berantas sarang nyamuk psn dengan cara m plus perlu terus dilakukan cara berkelanjutan sepanjang tahun khususnya musim hujan program psn yaitu menguras bersih tempat sering dijadikan tempat penampungan air seperti bak mandi ember air tempat penampungan air minum penampung air lemari es lain lain menutup yaitu menutup rapat rapat tempat tempat penampungan air seperti drum kendi toren air lain sebagainya manfaat kembali atau mendaur ulang barang bekas milik potensi tempat perkembangbiakan nyamuk penular demam darah
12xTWtrqYJw`tekan demam darah yogyakarta guna bakteri wolbachia`https://i.ytimg.com/vi/12xTWtrqYJw/hqdefault.jpg`YouTube`Demam Berdarah`https://www.youtube.com/embed/12xTWtrqYJw`tekan demam darah yogyakarta guna bakteri wolbachia world mosquito program mengembangkan sebuah metode ilmiah kurang sebar virus dengue dengan guna bakteri alami disebut wolbachia bakteri mampu tekan replikasi virus dengue dalam tubuh nyamuk sehingga diharapkan dapat menurunkan kemampuan nyamuk dalam menularkan dbd satu orang orang lain letak ndilansir voa indonesia wolbachia pipientis bakteri hidup alami sekitar persen serangga tetapi temu nyamuk aedes aegypti orang peneliti australia menemukan fakta bakteri wolbachia dapat memutus replikasi virus dengue sehingga dapat ditularkan oleh nyamuk keuntungan lain nyamuk ber wolbachia akan mewariskan bakteri generasi selanjutnya letak nsumber ugm ac id
fbrMs9o0Vrc`demam darah sembuh tanpa diobati berikut penjelasannya`https://i.ytimg.com/vi/fbrMs9o0Vrc/hqdefault.jpg`YouTube`Demam Berdarah`https://www.youtube.com/embed/fbrMs9o0Vrc`demam darah sembuh tanpa diobati berikut penjelasannya 
X_HssnjoU8Y`tingkat kasus demam darah karangasem`https://i.ytimg.com/vi/X_HssnjoU8Y/hqdefault.jpg`YouTube`Demam Berdarah`https://www.youtube.com/embed/X_HssnjoU8Y`tingkat kasus demam darah karangasem karangasem kompas tv kasus demam darah dengue atau dbd kabupaten karangasem bulan november sampai akhir desember alam tingkat dibandingkan tahun lalu bahkan awal bulan januari pihak rumah daerah kabupaten karangasem masih merawat intensif jumlah pasien dengan gejala dbd r letak r npasien jangkit dbd didominasi pria remaja dengan usia produktif berdasarkan data dinas kesehatan kabupaten karangasem tahun sebanyak warga jangkit demam darah dimana bulan november sampai desember sebanyak kasus satu tinggal dunia hal tingkat dibandingkan tahun lalu bulan sama sekitar kasus r letak r nmelihat kondisi musim hujan sampai masih dipridiksi kasus dbd kabupaten karangasem masih akan terus sampai bulan februari mendatang cegah pihak dinas kesehatan laku berbagai upaya seperti laku deteksi dini kasus dbd penyelidik epidemiologi r letak r ndengan terjadi tingkat kasus dbd pihak dinas kesehatan karangasem harap masyarakat tetap waspada laku m yakni menguras menutup mengubur sumber sumber genangan jentik nyamuk serta rajin berantas sarang nyamuk sehingga kurang sebar dbd lingkung masing masing r letak r letak r letak r letak r letak r letak r letak r letak
QgSv24V62yo`live waspada demam darah`https://i.ytimg.com/vi/QgSv24V62yo/hqdefault.jpg`YouTube`Demam Berdarah`https://www.youtube.com/embed/QgSv24V62yo`live waspada demam darah narasumber ndr fauziyah rifdah dhia rani letak dokter igd rsia letak npembawa acara nsiti qomariyah s kep letak humas rsia aisyiyah klaten
OyArd3Ez_p8`masuk musim hujan jumlah kasus demam darah terus tingkat`https://i.ytimg.com/vi/OyArd3Ez_p8/hqdefault.jpg`YouTube`Demam Berdarah`https://www.youtube.com/embed/OyArd3Ez_p8`masuk musim hujan jumlah kasus demam darah terus tingkat kediri kompas tv petugas puskesmas bersama warga desa duren kecamatan tarokan kediri kini rutin laku periksa jentik nyamuk satu persatu jentik nyamuk berada bak air periksa dimusnahkan oleh petugas r letak r npemeriksaan tersebut rutin dilakukan setelah jumlah kasus demam darah kabupaten kediri terus alam tingkat bahkan hingga bulan november tahun kasus dbd dengan angka kematian orang r letak r nmelihat kondisi tersebut pemerintah kabupaten kediri pun kini gencar menjalankan program satu rumah satu jumantik program asap juga dilakukan dinas kesehatan demi cegah bertambanya kasus dbd musim hujan tahun r letak r nmeski alam tingkat namun dibandingkan dengan tahun lalu jumlah kasus dbd kabupaten kediri masih terbilang rendah dinas kesehatan kini terus berupaya laku cegah kasus dbd dapat dikendalikan r letak r letak
leVGYnYpg4g`serangan demam darah trenggalek satu balita tinggal dunia`https://i.ytimg.com/vi/leVGYnYpg4g/hqdefault.jpg`YouTube`Demam Berdarah`https://www.youtube.com/embed/leVGYnYpg4g`serangan demam darah trenggalek satu balita tinggal dunia tribunjatim com trenggalek rsud dr soedomo tangan pasien demam darah sejak awal hingga kini letak letak pasien antaranya merupakan anak anak letak nsatu anak berusia tahun dilaporkan tinggal dunia akibat letak nreporter aflahul abidin letak nsubscribe
U08dIG2vmIA`waspadai demam darah warga tanjungpinang kerja bakti bersihkan selokan semak`https://i.ytimg.com/vi/U08dIG2vmIA/hqdefault.jpg`YouTube`Demam Berdarah`https://www.youtube.com/embed/U08dIG2vmIA`waspadai demam darah warga tanjungpinang kerja bakti bersihkan selokan semak jumlah warga tanjungpinang beberapa lokasi melaksanakan gotong royong hal dilakukan mengantisipasi melonjaknya pasien demam darah dbd letak nwarga rumah taman lembah hijau bersih rumput dinding saluran air utama mengaliri wilayah ahad pagi pukul wib letak nsaluran air dapat tengah rumah dikhawatirkan warga sebagai tempat bersarangnya nyamuk penyebar demam darah baca selengkapnya
